1,2
7m 5s (- 1m 15s) (25500 85%) avg loss: 2.0474,10m 30s (- 1m 51s) (25500 85%) avg loss: 3.8602
avg bleu: 0.4200,avg bleu: 0.3947
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2647,ind acc avg: 0.2125
7m 13s (- 1m 6s) (26000 86%) avg loss: 2.0432,10m 43s (- 1m 38s) (26000 86%) avg loss: 3.8626
avg bleu: 0.4347,avg bleu: 0.4083
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2662,ind acc avg: 0.2320
7m 22s (- 0m 58s) (26500 88%) avg loss: 2.0953,10m 55s (- 1m 26s) (26500 88%) avg loss: 3.9178
avg bleu: 0.4291,avg bleu: 0.4080
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2520,ind acc avg: 0.2223
7m 30s (- 0m 50s) (27000 90%) avg loss: 2.1093,11m 7s (- 1m 14s) (27000 90%) avg loss: 3.9065
avg bleu: 0.4195,avg bleu: 0.3881
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2497,ind acc avg: 0.2102
0m 8s (- 8m 36s) (500 1%) avg loss: 2.1345,0m 12s (- 12m 18s) (500 1%) avg loss: 3.5795
avg bleu: 0.4163,avg bleu: 0.3992
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2397,ind acc avg: 0.2255
0m 17s (- 8m 17s) (1000 3%) avg loss: 2.0876,0m 24s (- 11m 58s) (1000 3%) avg loss: 3.6910
avg bleu: 0.4217,avg bleu: 0.3986
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2505,ind acc avg: 0.2172
0m 25s (- 8m 6s) (1500 5%) avg loss: 2.1166,0m 37s (- 11m 43s) (1500 5%) avg loss: 3.8491
avg bleu: 0.4243,avg bleu: 0.3946
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2417,ind acc avg: 0.2082
0m 34s (- 7m 58s) (2000 6%) avg loss: 2.1078,0m 49s (- 11m 29s) (2000 6%) avg loss: 3.7754
avg bleu: 0.4237,avg bleu: 0.4030
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2475,ind acc avg: 0.2238
0m 42s (- 7m 48s) (2500 8%) avg loss: 2.0664,1m 1s (- 11m 16s) (2500 8%) avg loss: 3.6853
avg bleu: 0.4274,avg bleu: 0.4093
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2572,ind acc avg: 0.2245
0m 50s (- 7m 38s) (3000 10%) avg loss: 2.1073,1m 13s (- 11m 3s) (3000 10%) avg loss: 3.7720
avg bleu: 0.4112,avg bleu: 0.4152
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2462,ind acc avg: 0.2323
0m 59s (- 7m 29s) (3500 11%) avg loss: 2.0762,1m 26s (- 10m 51s) (3500 11%) avg loss: 3.9608
avg bleu: 0.4280,avg bleu: 0.4139
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2567,ind acc avg: 0.2120
1m 8s (- 7m 22s) (4000 13%) avg loss: 2.0788,1m 38s (- 10m 38s) (4000 13%) avg loss: 3.7084
avg bleu: 0.4301,avg bleu: 0.4196
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2517,ind acc avg: 0.2248
1m 16s (- 7m 13s) (4500 15%) avg loss: 2.0940,1m 50s (- 10m 25s) (4500 15%) avg loss: 3.1422
avg bleu: 0.4148,avg bleu: 0.4174
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2470,ind acc avg: 0.2072
1m 24s (- 7m 4s) (5000 16%) avg loss: 2.0909,2m 2s (- 10m 13s) (5000 16%) avg loss: 4.0878
avg bleu: 0.4113,avg bleu: 0.4090
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2490,ind acc avg: 0.2047
1m 33s (- 6m 56s) (5500 18%) avg loss: 2.1021,2m 15s (- 10m 2s) (5500 18%) avg loss: 3.9733
avg bleu: 0.4115,avg bleu: 0.4008
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2390,ind acc avg: 0.2087
1m 41s (- 6m 47s) (6000 20%) avg loss: 2.0684,2m 27s (- 9m 49s) (6000 20%) avg loss: 3.9281
avg bleu: 0.4316,avg bleu: 0.4159
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2490,ind acc avg: 0.2117
1m 50s (- 6m 38s) (6500 21%) avg loss: 2.0733,2m 40s (- 9m 39s) (6500 21%) avg loss: 3.9558
avg bleu: 0.4168,avg bleu: 0.4166
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2512,ind acc avg: 0.2177
1m 58s (- 6m 29s) (7000 23%) avg loss: 2.0910,2m 52s (- 9m 27s) (7000 23%) avg loss: 3.9867
avg bleu: 0.4282,avg bleu: 0.3940
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2522,ind acc avg: 0.2087
2m 7s (- 6m 21s) (7500 25%) avg loss: 2.0964,3m 4s (- 9m 14s) (7500 25%) avg loss: 3.8581
avg bleu: 0.4385,avg bleu: 0.4058
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2472,ind acc avg: 0.2070
2m 15s (- 6m 12s) (8000 26%) avg loss: 2.0846,3m 17s (- 9m 2s) (8000 26%) avg loss: 3.4916
avg bleu: 0.4246,avg bleu: 0.4189
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2550,ind acc avg: 0.2213
2m 24s (- 6m 4s) (8500 28%) avg loss: 2.1405,3m 29s (- 8m 49s) (8500 28%) avg loss: 3.7434
avg bleu: 0.4256,avg bleu: 0.4057
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2487,ind acc avg: 0.2057
2m 32s (- 5m 55s) (9000 30%) avg loss: 2.1200,3m 41s (- 8m 37s) (9000 30%) avg loss: 3.7910
avg bleu: 0.4298,avg bleu: 0.4002
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2452,ind acc avg: 0.2160
2m 40s (- 5m 47s) (9500 31%) avg loss: 2.0764,3m 54s (- 8m 25s) (9500 31%) avg loss: 3.7156
avg bleu: 0.4251,avg bleu: 0.4015
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2577,ind acc avg: 0.2190
2m 49s (- 5m 38s) (10000 33%) avg loss: 2.0948,4m 6s (- 8m 13s) (10000 33%) avg loss: 3.7311
avg bleu: 0.4214,avg bleu: 0.3999
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2550,ind acc avg: 0.2140
2m 57s (- 5m 30s) (10500 35%) avg loss: 2.1051,4m 18s (- 8m 0s) (10500 35%) avg loss: 3.9039
avg bleu: 0.4227,avg bleu: 0.4057
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2495,ind acc avg: 0.2140
3m 6s (- 5m 21s) (11000 36%) avg loss: 2.0877,4m 31s (- 7m 48s) (11000 36%) avg loss: 3.9935
avg bleu: 0.4294,avg bleu: 0.3874
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2510,ind acc avg: 0.1993
3m 14s (- 5m 13s) (11500 38%) avg loss: 2.1059,4m 43s (- 7m 36s) (11500 38%) avg loss: 3.8891
avg bleu: 0.4234,avg bleu: 0.3970
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2507,ind acc avg: 0.2142
3m 23s (- 5m 4s) (12000 40%) avg loss: 2.1127,4m 55s (- 7m 23s) (12000 40%) avg loss: 3.8367
avg bleu: 0.4230,avg bleu: 0.4043
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2425,ind acc avg: 0.2130
3m 31s (- 4m 56s) (12500 41%) avg loss: 2.1313,5m 8s (- 7m 11s) (12500 41%) avg loss: 4.0630
avg bleu: 0.4307,avg bleu: 0.3963
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2457,ind acc avg: 0.1998
3m 40s (- 4m 47s) (13000 43%) avg loss: 2.1361,5m 20s (- 6m 59s) (13000 43%) avg loss: 3.9947
avg bleu: 0.4114,avg bleu: 0.4072
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2340,ind acc avg: 0.2155
3m 48s (- 4m 39s) (13500 45%) avg loss: 2.0939,5m 32s (- 6m 46s) (13500 45%) avg loss: 2.7267
avg bleu: 0.4293,avg bleu: 0.4126
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2527,ind acc avg: 0.2050
3m 56s (- 4m 30s) (14000 46%) avg loss: 2.0799,5m 45s (- 6m 34s) (14000 46%) avg loss: 2.3428
avg bleu: 0.4199,avg bleu: 0.4079
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2590,ind acc avg: 0.2115
4m 5s (- 4m 22s) (14500 48%) avg loss: 2.1176,5m 57s (- 6m 22s) (14500 48%) avg loss: 2.2881
avg bleu: 0.4176,avg bleu: 0.4147
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2412,ind acc avg: 0.2162
4m 13s (- 4m 13s) (15000 50%) avg loss: 2.1175,6m 10s (- 6m 10s) (15000 50%) avg loss: 2.2430
avg bleu: 0.4099,avg bleu: 0.4121
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2507,ind acc avg: 0.2288
4m 22s (- 4m 5s) (15500 51%) avg loss: 2.0887,6m 22s (- 5m 57s) (15500 51%) avg loss: 2.3186
avg bleu: 0.4242,avg bleu: 0.4266
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2542,ind acc avg: 0.2175
4m 30s (- 3m 57s) (16000 53%) avg loss: 2.0858,6m 34s (- 5m 45s) (16000 53%) avg loss: 2.3059
avg bleu: 0.4092,avg bleu: 0.4149
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2457,ind acc avg: 0.2127
4m 39s (- 3m 48s) (16500 55%) avg loss: 2.0921,6m 47s (- 5m 33s) (16500 55%) avg loss: 2.2824
avg bleu: 0.4150,avg bleu: 0.4068
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2452,ind acc avg: 0.2165
4m 47s (- 3m 40s) (17000 56%) avg loss: 2.1007,6m 59s (- 5m 20s) (17000 56%) avg loss: 2.2804
avg bleu: 0.4094,avg bleu: 0.3990
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2510,ind acc avg: 0.2165
4m 56s (- 3m 31s) (17500 58%) avg loss: 2.1038,7m 12s (- 5m 8s) (17500 58%) avg loss: 2.2636
avg bleu: 0.4262,avg bleu: 0.4112
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2530,ind acc avg: 0.2155
5m 4s (- 3m 23s) (18000 60%) avg loss: 2.0825,7m 24s (- 4m 56s) (18000 60%) avg loss: 2.2709
avg bleu: 0.4140,avg bleu: 0.4161
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2580,ind acc avg: 0.2165
5m 13s (- 3m 14s) (18500 61%) avg loss: 2.0821,7m 36s (- 4m 43s) (18500 61%) avg loss: 2.2850
avg bleu: 0.4107,avg bleu: 0.4076
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2617,ind acc avg: 0.2167
5m 21s (- 3m 6s) (19000 63%) avg loss: 2.1563,7m 49s (- 4m 31s) (19000 63%) avg loss: 2.2541
avg bleu: 0.4135,avg bleu: 0.4080
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2365,ind acc avg: 0.2177
5m 30s (- 2m 57s) (19500 65%) avg loss: 2.1558,8m 1s (- 4m 19s) (19500 65%) avg loss: 2.2798
avg bleu: 0.4215,avg bleu: 0.4131
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2400,ind acc avg: 0.2145
5m 38s (- 2m 49s) (20000 66%) avg loss: 2.1053,8m 13s (- 4m 6s) (20000 66%) avg loss: 2.2656
avg bleu: 0.4255,avg bleu: 0.4125
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2472,ind acc avg: 0.2243
5m 46s (- 2m 40s) (20500 68%) avg loss: 2.1269,8m 26s (- 3m 54s) (20500 68%) avg loss: 2.3470
avg bleu: 0.4281,avg bleu: 0.4041
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2480,ind acc avg: 0.2052
5m 54s (- 2m 32s) (21000 70%) avg loss: 2.1003,8m 38s (- 3m 42s) (21000 70%) avg loss: 2.3317
avg bleu: 0.4205,avg bleu: 0.4037
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2547,ind acc avg: 0.2100
6m 3s (- 2m 23s) (21500 71%) avg loss: 2.1365,8m 50s (- 3m 29s) (21500 71%) avg loss: 2.3428
avg bleu: 0.4054,avg bleu: 0.4042
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2318,ind acc avg: 0.2070
6m 11s (- 2m 15s) (22000 73%) avg loss: 2.0815,9m 3s (- 3m 17s) (22000 73%) avg loss: 2.3573
avg bleu: 0.4260,avg bleu: 0.3844
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2592,ind acc avg: 0.1883
6m 19s (- 2m 6s) (22500 75%) avg loss: 2.1126,9m 15s (- 3m 5s) (22500 75%) avg loss: 2.3139
avg bleu: 0.4146,avg bleu: 0.4037
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2460,ind acc avg: 0.2060
6m 28s (- 1m 58s) (23000 76%) avg loss: 2.1365,9m 27s (- 2m 52s) (23000 76%) avg loss: 2.3114
avg bleu: 0.4228,avg bleu: 0.4089
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2437,ind acc avg: 0.2127
6m 36s (- 1m 49s) (23500 78%) avg loss: 2.1466,9m 40s (- 2m 40s) (23500 78%) avg loss: 2.3379
avg bleu: 0.4191,avg bleu: 0.3962
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2512,ind acc avg: 0.1915
6m 44s (- 1m 41s) (24000 80%) avg loss: 2.1980,9m 53s (- 2m 28s) (24000 80%) avg loss: 2.2891
avg bleu: 0.4058,avg bleu: 0.4061
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2248,ind acc avg: 0.2110
6m 53s (- 1m 32s) (24500 81%) avg loss: 2.1858,10m 5s (- 2m 15s) (24500 81%) avg loss: 2.3304
avg bleu: 0.3980,avg bleu: 0.4134
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2360,ind acc avg: 0.2030
7m 1s (- 1m 24s) (25000 83%) avg loss: 2.2073,10m 17s (- 2m 3s) (25000 83%) avg loss: 2.2994
avg bleu: 0.4147,avg bleu: 0.4067
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2392,ind acc avg: 0.2030
7m 9s (- 1m 15s) (25500 85%) avg loss: 2.2148,10m 30s (- 1m 51s) (25500 85%) avg loss: 2.2981
avg bleu: 0.3982,avg bleu: 0.3968
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2310,ind acc avg: 0.2013
7m 18s (- 1m 7s) (26000 86%) avg loss: 2.2273,10m 42s (- 1m 38s) (26000 86%) avg loss: 2.3131
avg bleu: 0.4061,avg bleu: 0.3943
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2357,ind acc avg: 0.2085
7m 27s (- 0m 59s) (26500 88%) avg loss: 2.3132,10m 54s (- 1m 26s) (26500 88%) avg loss: 2.2866
avg bleu: 0.4000,avg bleu: 0.3917
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2310,ind acc avg: 0.2090
7m 35s (- 0m 50s) (27000 90%) avg loss: 2.4100,11m 6s (- 1m 14s) (27000 90%) avg loss: 2.2755
avg bleu: 0.4128,avg bleu: 0.4025
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.2127,ind acc avg: 0.2182
