1,2
6m 16s (- 1m 6s) (25500 85%) avg loss: 1.0322,8m 30s (- 1m 30s) (25500 85%) avg loss: 1.7057
avg bleu: 0.6018,avg bleu: 0.4721
running acc: 0.0060,running acc: 0.0060
ind acc avg: 0.5380,ind acc avg: 0.3723
6m 23s (- 0m 59s) (26000 86%) avg loss: 1.0390,8m 41s (- 1m 20s) (26000 86%) avg loss: 1.7442
avg bleu: 0.6000,avg bleu: 0.4552
running acc: 0.0120,running acc: 0.0000
ind acc avg: 0.5363,ind acc avg: 0.3597
6m 31s (- 0m 51s) (26500 88%) avg loss: 1.0399,8m 51s (- 1m 10s) (26500 88%) avg loss: 1.5692
avg bleu: 0.6068,avg bleu: 0.4775
running acc: 0.0120,running acc: 0.0020
ind acc avg: 0.5357,ind acc avg: 0.3843
6m 38s (- 0m 44s) (27000 90%) avg loss: 1.0273,9m 1s (- 1m 0s) (27000 90%) avg loss: 2.4721
avg bleu: 0.6187,avg bleu: 0.4165
running acc: 0.0120,running acc: 0.0000
ind acc avg: 0.5437,ind acc avg: 0.2697
0m 9s (- 9m 5s) (500 1%) avg loss: 0.9440,0m 10s (- 10m 0s) (500 1%) avg loss: 2.0073
avg bleu: 0.6408,avg bleu: 0.3989
running acc: 0.0120,running acc: 0.0000
ind acc avg: 0.5740,ind acc avg: 0.2690
0m 17s (- 8m 38s) (1000 3%) avg loss: 0.9433,0m 20s (- 9m 47s) (1000 3%) avg loss: 1.8243
avg bleu: 0.6222,avg bleu: 0.4223
running acc: 0.0160,running acc: 0.0000
ind acc avg: 0.5667,ind acc avg: 0.3073
0m 27s (- 8m 39s) (1500 5%) avg loss: 0.9740,0m 30s (- 9m 32s) (1500 5%) avg loss: 1.7133
avg bleu: 0.6313,avg bleu: 0.4355
running acc: 0.0100,running acc: 0.0000
ind acc avg: 0.5633,ind acc avg: 0.3367
0m 36s (- 8m 35s) (2000 6%) avg loss: 1.0560,0m 40s (- 9m 22s) (2000 6%) avg loss: 1.6494
avg bleu: 0.6133,avg bleu: 0.4546
running acc: 0.0140,running acc: 0.0040
ind acc avg: 0.5363,ind acc avg: 0.3593
0m 43s (- 8m 2s) (2500 8%) avg loss: 1.1859,0m 49s (- 9m 9s) (2500 8%) avg loss: 1.5852
avg bleu: 0.5832,avg bleu: 0.4621
running acc: 0.0220,running acc: 0.0020
ind acc avg: 0.5110,ind acc avg: 0.3707
0m 51s (- 7m 46s) (3000 10%) avg loss: 1.1889,1m 0s (- 9m 1s) (3000 10%) avg loss: 1.5844
avg bleu: 0.5806,avg bleu: 0.4708
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.5080,ind acc avg: 0.3830
0m 59s (- 7m 28s) (3500 11%) avg loss: 1.1857,1m 10s (- 8m 52s) (3500 11%) avg loss: 1.6713
avg bleu: 0.5774,avg bleu: 0.4517
running acc: 0.0080,running acc: 0.0060
ind acc avg: 0.5073,ind acc avg: 0.3523
1m 6s (- 7m 13s) (4000 13%) avg loss: 1.1982,1m 20s (- 8m 41s) (4000 13%) avg loss: 1.8536
avg bleu: 0.5831,avg bleu: 0.4284
running acc: 0.0060,running acc: 0.0000
ind acc avg: 0.5090,ind acc avg: 0.3240
1m 15s (- 7m 8s) (4500 15%) avg loss: 1.2091,1m 30s (- 8m 30s) (4500 15%) avg loss: 1.6374
avg bleu: 0.5719,avg bleu: 0.4572
running acc: 0.0080,running acc: 0.0000
ind acc avg: 0.4983,ind acc avg: 0.3580
1m 22s (- 6m 50s) (5000 16%) avg loss: 1.2390,1m 40s (- 8m 24s) (5000 16%) avg loss: 1.6204
avg bleu: 0.5574,avg bleu: 0.4689
running acc: 0.0060,running acc: 0.0000
ind acc avg: 0.4837,ind acc avg: 0.3647
1m 29s (- 6m 37s) (5500 18%) avg loss: 1.2526,1m 51s (- 8m 16s) (5500 18%) avg loss: 1.6624
avg bleu: 0.5659,avg bleu: 0.4701
running acc: 0.0020,running acc: 0.0000
ind acc avg: 0.4923,ind acc avg: 0.3667
1m 35s (- 6m 23s) (6000 20%) avg loss: 1.2822,2m 4s (- 8m 17s) (6000 20%) avg loss: 1.6479
avg bleu: 0.5535,avg bleu: 0.4636
running acc: 0.0060,running acc: 0.0000
ind acc avg: 0.4853,ind acc avg: 0.3533
1m 43s (- 6m 14s) (6500 21%) avg loss: 1.3324,2m 14s (- 8m 5s) (6500 21%) avg loss: 1.6142
avg bleu: 0.5439,avg bleu: 0.4688
running acc: 0.0040,running acc: 0.0020
ind acc avg: 0.4690,ind acc avg: 0.3723
1m 51s (- 6m 5s) (7000 23%) avg loss: 1.2616,2m 25s (- 7m 56s) (7000 23%) avg loss: 1.7837
avg bleu: 0.5498,avg bleu: 0.4377
running acc: 0.0120,running acc: 0.0020
ind acc avg: 0.4820,ind acc avg: 0.3387
1m 57s (- 5m 53s) (7500 25%) avg loss: 1.2795,2m 35s (- 7m 46s) (7500 25%) avg loss: 1.9046
avg bleu: 0.5527,avg bleu: 0.4280
running acc: 0.0060,running acc: 0.0000
ind acc avg: 0.4767,ind acc avg: 0.3163
2m 4s (- 5m 41s) (8000 26%) avg loss: 1.6434,2m 48s (- 7m 43s) (8000 26%) avg loss: 2.1023
avg bleu: 0.5160,avg bleu: 0.3835
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.4433,ind acc avg: 0.2580
2m 11s (- 5m 32s) (8500 28%) avg loss: 1.5657,3m 1s (- 7m 40s) (8500 28%) avg loss: 2.0538
avg bleu: 0.5220,avg bleu: 0.3822
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.4407,ind acc avg: 0.2623
2m 18s (- 5m 22s) (9000 30%) avg loss: 1.4876,3m 17s (- 7m 41s) (9000 30%) avg loss: 2.0049
avg bleu: 0.5209,avg bleu: 0.3817
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.4387,ind acc avg: 0.2627
2m 26s (- 5m 15s) (9500 31%) avg loss: 1.4783,3m 31s (- 7m 36s) (9500 31%) avg loss: 1.9567
avg bleu: 0.5173,avg bleu: 0.4021
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.4413,ind acc avg: 0.2780
2m 32s (- 5m 4s) (10000 33%) avg loss: 1.4769,3m 42s (- 7m 25s) (10000 33%) avg loss: 1.9357
avg bleu: 0.5240,avg bleu: 0.4038
running acc: 0.0020,running acc: 0.0000
ind acc avg: 0.4447,ind acc avg: 0.2960
2m 38s (- 4m 54s) (10500 35%) avg loss: 1.4193,3m 52s (- 7m 12s) (10500 35%) avg loss: 1.9058
avg bleu: 0.5301,avg bleu: 0.4123
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.4520,ind acc avg: 0.2933
2m 44s (- 4m 44s) (11000 36%) avg loss: 1.4618,4m 2s (- 6m 59s) (11000 36%) avg loss: 1.9147
avg bleu: 0.5199,avg bleu: 0.4009
running acc: 0.0020,running acc: 0.0000
ind acc avg: 0.4427,ind acc avg: 0.2790
2m 51s (- 4m 35s) (11500 38%) avg loss: 1.3750,4m 12s (- 6m 46s) (11500 38%) avg loss: 1.8841
avg bleu: 0.5356,avg bleu: 0.4235
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.4643,ind acc avg: 0.2940
2m 57s (- 4m 26s) (12000 40%) avg loss: 1.4058,4m 23s (- 6m 34s) (12000 40%) avg loss: 1.8082
avg bleu: 0.5259,avg bleu: 0.4314
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.4470,ind acc avg: 0.3203
3m 3s (- 4m 17s) (12500 41%) avg loss: 1.3770,4m 33s (- 6m 22s) (12500 41%) avg loss: 1.7928
avg bleu: 0.5303,avg bleu: 0.4235
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.4547,ind acc avg: 0.3207
3m 9s (- 4m 8s) (13000 43%) avg loss: 1.3447,4m 43s (- 6m 10s) (13000 43%) avg loss: 1.7481
avg bleu: 0.5407,avg bleu: 0.4587
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.4713,ind acc avg: 0.3467
3m 16s (- 3m 59s) (13500 45%) avg loss: 1.3423,4m 54s (- 5m 59s) (13500 45%) avg loss: 1.6921
avg bleu: 0.5420,avg bleu: 0.4617
running acc: 0.0100,running acc: 0.0000
ind acc avg: 0.4733,ind acc avg: 0.3613
3m 22s (- 3m 51s) (14000 46%) avg loss: 1.3654,5m 6s (- 5m 49s) (14000 46%) avg loss: 1.8499
avg bleu: 0.5391,avg bleu: 0.4325
running acc: 0.0060,running acc: 0.0000
ind acc avg: 0.4690,ind acc avg: 0.3107
3m 28s (- 3m 43s) (14500 48%) avg loss: 1.3378,5m 15s (- 5m 37s) (14500 48%) avg loss: 1.8136
avg bleu: 0.5436,avg bleu: 0.4277
running acc: 0.0080,running acc: 0.0000
ind acc avg: 0.4747,ind acc avg: 0.3097
3m 35s (- 3m 35s) (15000 50%) avg loss: 1.3636,5m 25s (- 5m 25s) (15000 50%) avg loss: 1.8563
avg bleu: 0.5362,avg bleu: 0.4346
running acc: 0.0060,running acc: 0.0000
ind acc avg: 0.4680,ind acc avg: 0.3163
3m 41s (- 3m 26s) (15500 51%) avg loss: 1.4121,5m 34s (- 5m 12s) (15500 51%) avg loss: 1.8138
avg bleu: 0.5294,avg bleu: 0.4361
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.4503,ind acc avg: 0.3250
3m 47s (- 3m 19s) (16000 53%) avg loss: 1.3496,5m 44s (- 5m 1s) (16000 53%) avg loss: 1.9044
avg bleu: 0.5408,avg bleu: 0.4227
running acc: 0.0020,running acc: 0.0020
ind acc avg: 0.4667,ind acc avg: 0.2957
3m 53s (- 3m 11s) (16500 55%) avg loss: 1.4114,5m 56s (- 4m 51s) (16500 55%) avg loss: 1.8051
avg bleu: 0.5295,avg bleu: 0.4261
running acc: 0.0060,running acc: 0.0000
ind acc avg: 0.4470,ind acc avg: 0.3170
4m 0s (- 3m 3s) (17000 56%) avg loss: 1.3595,6m 7s (- 4m 40s) (17000 56%) avg loss: 1.7183
avg bleu: 0.5301,avg bleu: 0.4439
running acc: 0.0020,running acc: 0.0000
ind acc avg: 0.4650,ind acc avg: 0.3410
4m 6s (- 2m 56s) (17500 58%) avg loss: 1.4481,6m 19s (- 4m 30s) (17500 58%) avg loss: 1.9186
avg bleu: 0.5190,avg bleu: 0.4093
running acc: 0.0080,running acc: 0.0000
ind acc avg: 0.4510,ind acc avg: 0.2960
4m 12s (- 2m 48s) (18000 60%) avg loss: 1.3757,6m 28s (- 4m 19s) (18000 60%) avg loss: 1.8963
avg bleu: 0.5374,avg bleu: 0.4197
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.4540,ind acc avg: 0.2930
4m 19s (- 2m 41s) (18500 61%) avg loss: 1.4022,6m 38s (- 4m 7s) (18500 61%) avg loss: 1.8550
avg bleu: 0.5288,avg bleu: 0.4117
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.4533,ind acc avg: 0.3030
4m 25s (- 2m 33s) (19000 63%) avg loss: 1.5028,6m 48s (- 3m 56s) (19000 63%) avg loss: 1.7386
avg bleu: 0.5077,avg bleu: 0.4403
running acc: 0.0040,running acc: 0.0020
ind acc avg: 0.4267,ind acc avg: 0.3357
4m 31s (- 2m 26s) (19500 65%) avg loss: 1.5680,6m 58s (- 3m 45s) (19500 65%) avg loss: 1.6977
avg bleu: 0.5032,avg bleu: 0.4421
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.4103,ind acc avg: 0.3460
4m 37s (- 2m 18s) (20000 66%) avg loss: 1.5613,7m 9s (- 3m 34s) (20000 66%) avg loss: 2.0057
avg bleu: 0.4951,avg bleu: 0.4058
running acc: 0.0020,running acc: 0.0000
ind acc avg: 0.4137,ind acc avg: 0.2880
4m 44s (- 2m 11s) (20500 68%) avg loss: 1.5397,7m 18s (- 3m 23s) (20500 68%) avg loss: 2.0691
avg bleu: 0.4944,avg bleu: 0.4060
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.4077,ind acc avg: 0.2677
4m 50s (- 2m 4s) (21000 70%) avg loss: 1.5118,7m 28s (- 3m 12s) (21000 70%) avg loss: 2.0355
avg bleu: 0.4993,avg bleu: 0.3973
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.4167,ind acc avg: 0.2653
4m 56s (- 1m 57s) (21500 71%) avg loss: 1.4832,7m 39s (- 3m 1s) (21500 71%) avg loss: 1.9580
avg bleu: 0.4936,avg bleu: 0.3903
running acc: 0.0020,running acc: 0.0000
ind acc avg: 0.4180,ind acc avg: 0.2790
5m 2s (- 1m 50s) (22000 73%) avg loss: 1.4945,7m 49s (- 2m 50s) (22000 73%) avg loss: 1.8756
avg bleu: 0.5035,avg bleu: 0.4214
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.4140,ind acc avg: 0.2927
5m 9s (- 1m 43s) (22500 75%) avg loss: 1.4213,7m 59s (- 2m 39s) (22500 75%) avg loss: 1.8711
avg bleu: 0.5232,avg bleu: 0.4093
running acc: 0.0020,running acc: 0.0000
ind acc avg: 0.4443,ind acc avg: 0.2933
5m 15s (- 1m 36s) (23000 76%) avg loss: 1.4202,8m 9s (- 2m 29s) (23000 76%) avg loss: 1.8456
avg bleu: 0.5320,avg bleu: 0.4125
running acc: 0.0040,running acc: 0.0020
ind acc avg: 0.4530,ind acc avg: 0.3010
5m 21s (- 1m 29s) (23500 78%) avg loss: 1.4034,8m 20s (- 2m 18s) (23500 78%) avg loss: 1.8626
avg bleu: 0.5250,avg bleu: 0.4155
running acc: 0.0020,running acc: 0.0000
ind acc avg: 0.4460,ind acc avg: 0.3047
5m 28s (- 1m 22s) (24000 80%) avg loss: 1.4353,8m 30s (- 2m 7s) (24000 80%) avg loss: 1.8228
avg bleu: 0.5124,avg bleu: 0.4282
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.4420,ind acc avg: 0.3070
5m 34s (- 1m 15s) (24500 81%) avg loss: 1.4847,8m 40s (- 1m 56s) (24500 81%) avg loss: 1.7620
avg bleu: 0.5033,avg bleu: 0.4495
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.4197,ind acc avg: 0.3407
5m 40s (- 1m 8s) (25000 83%) avg loss: 1.4656,8m 51s (- 1m 46s) (25000 83%) avg loss: 1.8552
avg bleu: 0.5171,avg bleu: 0.4283
running acc: 0.0040,running acc: 0.0000
ind acc avg: 0.4443,ind acc avg: 0.3157
5m 47s (- 1m 1s) (25500 85%) avg loss: 1.4676,9m 0s (- 1m 35s) (25500 85%) avg loss: 1.8491
avg bleu: 0.5189,avg bleu: 0.4341
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.4373,ind acc avg: 0.3187
5m 53s (- 0m 54s) (26000 86%) avg loss: 1.4220,9m 10s (- 1m 24s) (26000 86%) avg loss: 1.8257
avg bleu: 0.5151,avg bleu: 0.4354
running acc: 0.0000,running acc: 0.0020
ind acc avg: 0.4510,ind acc avg: 0.3187
5m 59s (- 0m 47s) (26500 88%) avg loss: 1.5056,9m 20s (- 1m 14s) (26500 88%) avg loss: 1.9569
avg bleu: 0.5074,avg bleu: 0.4007
running acc: 0.0020,running acc: 0.0000
ind acc avg: 0.4297,ind acc avg: 0.2840
6m 6s (- 0m 40s) (27000 90%) avg loss: 1.4911,9m 30s (- 1m 3s) (27000 90%) avg loss: 2.0525
avg bleu: 0.5098,avg bleu: 0.3925
running acc: 0.0040,running acc: 0.0020
ind acc avg: 0.4377,ind acc avg: 0.2743
