1,2
21m 19s (- 3m 45s) (25500 85%) avg loss: 3.1854,25m 51s (- 4m 33s) (25500 85%) avg loss: 4.9991
avg bleu: 0.3582,avg bleu: 0.2890
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0836,ind acc avg: 0.0813
21m 51s (- 3m 21s) (26000 86%) avg loss: 3.1245,26m 21s (- 4m 3s) (26000 86%) avg loss: 5.0694
avg bleu: 0.3666,avg bleu: 0.2848
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0814,ind acc avg: 0.0788
22m 23s (- 2m 57s) (26500 88%) avg loss: 3.1143,26m 50s (- 3m 32s) (26500 88%) avg loss: 5.0480
avg bleu: 0.3667,avg bleu: 0.2873
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0853,ind acc avg: 0.0811
22m 55s (- 2m 32s) (27000 90%) avg loss: 3.2784,27m 20s (- 3m 2s) (27000 90%) avg loss: 4.7734
avg bleu: 0.3501,avg bleu: 0.3176
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0886,ind acc avg: 0.0794
0m 37s (- 36m 35s) (500 1%) avg loss: 3.1432,0m 30s (- 29m 35s) (500 1%) avg loss: 4.6151
avg bleu: 0.3625,avg bleu: 0.3187
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0817,ind acc avg: 0.0822
1m 10s (- 34m 14s) (1000 3%) avg loss: 3.1183,1m 0s (- 29m 14s) (1000 3%) avg loss: 4.7697
avg bleu: 0.3599,avg bleu: 0.3185
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0844,ind acc avg: 0.0833
1m 46s (- 33m 36s) (1500 5%) avg loss: 3.1568,1m 30s (- 28m 42s) (1500 5%) avg loss: 4.7051
avg bleu: 0.3629,avg bleu: 0.3240
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0826,ind acc avg: 0.0831
2m 16s (- 31m 54s) (2000 6%) avg loss: 3.1324,2m 0s (- 28m 2s) (2000 6%) avg loss: 4.6554
avg bleu: 0.3656,avg bleu: 0.3277
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0893,ind acc avg: 0.0801
2m 45s (- 30m 20s) (2500 8%) avg loss: 3.0811,2m 31s (- 27m 45s) (2500 8%) avg loss: 4.4580
avg bleu: 0.3671,avg bleu: 0.3384
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0793,ind acc avg: 0.0807
3m 13s (- 28m 58s) (3000 10%) avg loss: 3.1539,3m 1s (- 27m 16s) (3000 10%) avg loss: 4.6302
avg bleu: 0.3651,avg bleu: 0.3162
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0860,ind acc avg: 0.0765
3m 40s (- 27m 52s) (3500 11%) avg loss: 3.2046,3m 32s (- 26m 49s) (3500 11%) avg loss: 4.5745
avg bleu: 0.3699,avg bleu: 0.3184
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0851,ind acc avg: 0.0858
4m 6s (- 26m 45s) (4000 13%) avg loss: 3.1843,4m 2s (- 26m 16s) (4000 13%) avg loss: 4.7053
avg bleu: 0.3550,avg bleu: 0.3174
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0847,ind acc avg: 0.0859
4m 33s (- 25m 50s) (4500 15%) avg loss: 3.1626,4m 32s (- 25m 42s) (4500 15%) avg loss: 4.6739
avg bleu: 0.3688,avg bleu: 0.3152
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0833,ind acc avg: 0.0881
5m 8s (- 25m 40s) (5000 16%) avg loss: 3.5826,5m 1s (- 25m 9s) (5000 16%) avg loss: 4.5569
avg bleu: 0.3265,avg bleu: 0.3299
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0865,ind acc avg: 0.0781
5m 44s (- 25m 33s) (5500 18%) avg loss: 3.7152,5m 31s (- 24m 36s) (5500 18%) avg loss: 4.6352
avg bleu: 0.3159,avg bleu: 0.3323
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0860,ind acc avg: 0.0851
6m 16s (- 25m 5s) (6000 20%) avg loss: 3.7334,6m 0s (- 24m 3s) (6000 20%) avg loss: 4.4994
avg bleu: 0.3295,avg bleu: 0.3355
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0839,ind acc avg: 0.0819
6m 50s (- 24m 43s) (6500 21%) avg loss: 3.3704,6m 30s (- 23m 32s) (6500 21%) avg loss: 4.5716
avg bleu: 0.3570,avg bleu: 0.3253
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0770,ind acc avg: 0.0920
7m 24s (- 24m 21s) (7000 23%) avg loss: 3.3208,7m 0s (- 23m 1s) (7000 23%) avg loss: 4.6230
avg bleu: 0.3489,avg bleu: 0.3173
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0843,ind acc avg: 0.0811
7m 59s (- 23m 58s) (7500 25%) avg loss: 3.9808,7m 30s (- 22m 32s) (7500 25%) avg loss: 4.5592
avg bleu: 0.3033,avg bleu: 0.3165
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0821,ind acc avg: 0.0835
8m 33s (- 23m 32s) (8000 26%) avg loss: 3.8672,8m 0s (- 22m 1s) (8000 26%) avg loss: 4.6468
avg bleu: 0.3183,avg bleu: 0.3199
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0830,ind acc avg: 0.0829
9m 7s (- 23m 4s) (8500 28%) avg loss: 3.6759,8m 30s (- 21m 30s) (8500 28%) avg loss: 4.5516
avg bleu: 0.3236,avg bleu: 0.3269
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0838,ind acc avg: 0.0879
9m 42s (- 22m 39s) (9000 30%) avg loss: 3.6839,8m 59s (- 20m 59s) (9000 30%) avg loss: 4.5627
avg bleu: 0.3187,avg bleu: 0.3163
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0805,ind acc avg: 0.0822
10m 15s (- 22m 7s) (9500 31%) avg loss: 3.3811,9m 29s (- 20m 29s) (9500 31%) avg loss: 4.5385
avg bleu: 0.3459,avg bleu: 0.3395
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0793,ind acc avg: 0.0831
10m 48s (- 21m 37s) (10000 33%) avg loss: 3.4673,9m 58s (- 19m 57s) (10000 33%) avg loss: 4.5411
avg bleu: 0.3376,avg bleu: 0.3526
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0797,ind acc avg: 0.0833
11m 24s (- 21m 10s) (10500 35%) avg loss: 3.4022,10m 28s (- 19m 27s) (10500 35%) avg loss: 4.5703
avg bleu: 0.3403,avg bleu: 0.3437
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0828,ind acc avg: 0.0877
11m 59s (- 20m 42s) (11000 36%) avg loss: 3.6553,10m 58s (- 18m 56s) (11000 36%) avg loss: 4.4852
avg bleu: 0.3177,avg bleu: 0.3321
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0800,ind acc avg: 0.0825
12m 35s (- 20m 15s) (11500 38%) avg loss: 3.9888,11m 27s (- 18m 26s) (11500 38%) avg loss: 4.4407
avg bleu: 0.3090,avg bleu: 0.3493
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0835,ind acc avg: 0.0853
13m 10s (- 19m 45s) (12000 40%) avg loss: 3.6694,11m 57s (- 17m 56s) (12000 40%) avg loss: 4.4221
avg bleu: 0.3218,avg bleu: 0.3557
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0819,ind acc avg: 0.0787
13m 44s (- 19m 14s) (12500 41%) avg loss: 3.6486,12m 27s (- 17m 26s) (12500 41%) avg loss: 4.4296
avg bleu: 0.3282,avg bleu: 0.3549
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0798,ind acc avg: 0.0848
14m 18s (- 18m 42s) (13000 43%) avg loss: 3.6226,12m 57s (- 16m 56s) (13000 43%) avg loss: 4.3177
avg bleu: 0.3267,avg bleu: 0.3567
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0801,ind acc avg: 0.0848
14m 51s (- 18m 9s) (13500 45%) avg loss: 3.5836,13m 26s (- 16m 26s) (13500 45%) avg loss: 4.3433
avg bleu: 0.3355,avg bleu: 0.3577
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0792,ind acc avg: 0.0889
15m 24s (- 17m 36s) (14000 46%) avg loss: 3.5800,13m 56s (- 15m 56s) (14000 46%) avg loss: 4.3840
avg bleu: 0.3292,avg bleu: 0.3561
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0836,ind acc avg: 0.0847
15m 57s (- 17m 3s) (14500 48%) avg loss: 3.5186,14m 25s (- 15m 25s) (14500 48%) avg loss: 4.4015
avg bleu: 0.3504,avg bleu: 0.3600
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0777,ind acc avg: 0.0879
16m 32s (- 16m 32s) (15000 50%) avg loss: 3.5525,14m 55s (- 14m 55s) (15000 50%) avg loss: 4.4365
avg bleu: 0.3369,avg bleu: 0.3510
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0742,ind acc avg: 0.0880
17m 7s (- 16m 1s) (15500 51%) avg loss: 3.5117,15m 24s (- 14m 24s) (15500 51%) avg loss: 4.3161
avg bleu: 0.3394,avg bleu: 0.3572
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0783,ind acc avg: 0.0847
17m 42s (- 15m 29s) (16000 53%) avg loss: 3.4995,15m 53s (- 13m 54s) (16000 53%) avg loss: 4.3831
avg bleu: 0.3428,avg bleu: 0.3519
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0847,ind acc avg: 0.0856
18m 16s (- 14m 57s) (16500 55%) avg loss: 3.4125,16m 23s (- 13m 24s) (16500 55%) avg loss: 4.7466
avg bleu: 0.3502,avg bleu: 0.3354
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0805,ind acc avg: 0.0856
18m 51s (- 14m 24s) (17000 56%) avg loss: 3.4544,16m 53s (- 12m 54s) (17000 56%) avg loss: 4.5013
avg bleu: 0.3465,avg bleu: 0.3430
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0809,ind acc avg: 0.0853
19m 27s (- 13m 54s) (17500 58%) avg loss: 3.3554,17m 23s (- 12m 25s) (17500 58%) avg loss: 4.4707
avg bleu: 0.3476,avg bleu: 0.3479
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0777,ind acc avg: 0.0879
20m 5s (- 13m 23s) (18000 60%) avg loss: 3.4568,17m 52s (- 11m 55s) (18000 60%) avg loss: 4.4005
avg bleu: 0.3415,avg bleu: 0.3663
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0827,ind acc avg: 0.0860
20m 43s (- 12m 53s) (18500 61%) avg loss: 3.4932,18m 22s (- 11m 25s) (18500 61%) avg loss: 4.4002
avg bleu: 0.3458,avg bleu: 0.3499
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0789,ind acc avg: 0.0874
21m 21s (- 12m 22s) (19000 63%) avg loss: 3.5474,18m 52s (- 10m 55s) (19000 63%) avg loss: 4.4102
avg bleu: 0.3191,avg bleu: 0.3557
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0823,ind acc avg: 0.0864
21m 47s (- 11m 43s) (19500 65%) avg loss: 3.4408,19m 22s (- 10m 26s) (19500 65%) avg loss: 4.2986
avg bleu: 0.3268,avg bleu: 0.3713
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0794,ind acc avg: 0.0832
22m 11s (- 11m 5s) (20000 66%) avg loss: 3.5069,19m 52s (- 9m 56s) (20000 66%) avg loss: 4.4055
avg bleu: 0.3344,avg bleu: 0.3421
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0825,ind acc avg: 0.0839
22m 44s (- 10m 32s) (20500 68%) avg loss: 3.3558,20m 22s (- 9m 26s) (20500 68%) avg loss: 4.4034
avg bleu: 0.3457,avg bleu: 0.3482
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0782,ind acc avg: 0.0855
23m 20s (- 10m 0s) (21000 70%) avg loss: 3.3946,20m 52s (- 8m 56s) (21000 70%) avg loss: 4.4443
avg bleu: 0.3393,avg bleu: 0.3627
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0812,ind acc avg: 0.0843
23m 55s (- 9m 27s) (21500 71%) avg loss: 3.2831,21m 22s (- 8m 26s) (21500 71%) avg loss: 4.2696
avg bleu: 0.3437,avg bleu: 0.3723
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0843,ind acc avg: 0.0838
24m 31s (- 8m 54s) (22000 73%) avg loss: 3.4149,21m 54s (- 7m 58s) (22000 73%) avg loss: 4.3916
avg bleu: 0.3388,avg bleu: 0.3567
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0810,ind acc avg: 0.0856
25m 6s (- 8m 22s) (22500 75%) avg loss: 3.2276,22m 25s (- 7m 28s) (22500 75%) avg loss: 4.4975
avg bleu: 0.3543,avg bleu: 0.3495
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0813,ind acc avg: 0.0877
25m 41s (- 7m 49s) (23000 76%) avg loss: 3.3101,22m 55s (- 6m 58s) (23000 76%) avg loss: 4.3553
avg bleu: 0.3359,avg bleu: 0.3484
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0855,ind acc avg: 0.0846
26m 16s (- 7m 16s) (23500 78%) avg loss: 3.3212,23m 25s (- 6m 28s) (23500 78%) avg loss: 4.3728
avg bleu: 0.3397,avg bleu: 0.3622
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0780,ind acc avg: 0.0905
26m 51s (- 6m 42s) (24000 80%) avg loss: 3.3014,23m 55s (- 5m 58s) (24000 80%) avg loss: 4.3852
avg bleu: 0.3456,avg bleu: 0.3527
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0828,ind acc avg: 0.0872
27m 26s (- 6m 9s) (24500 81%) avg loss: 3.3752,24m 25s (- 5m 29s) (24500 81%) avg loss: 4.3643
avg bleu: 0.3382,avg bleu: 0.3508
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0803,ind acc avg: 0.0899
28m 1s (- 5m 36s) (25000 83%) avg loss: 3.3845,24m 55s (- 4m 59s) (25000 83%) avg loss: 4.4286
avg bleu: 0.3433,avg bleu: 0.3568
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0840,ind acc avg: 0.0860
28m 37s (- 5m 3s) (25500 85%) avg loss: 3.3798,25m 26s (- 4m 29s) (25500 85%) avg loss: 4.3883
avg bleu: 0.3399,avg bleu: 0.3590
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0820,ind acc avg: 0.0870
29m 12s (- 4m 29s) (26000 86%) avg loss: 3.4252,25m 56s (- 3m 59s) (26000 86%) avg loss: 4.4387
avg bleu: 0.3508,avg bleu: 0.3538
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0837,ind acc avg: 0.0861
29m 40s (- 3m 55s) (26500 88%) avg loss: 3.3213,26m 26s (- 3m 29s) (26500 88%) avg loss: 4.3617
avg bleu: 0.3414,avg bleu: 0.3527
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0769,ind acc avg: 0.0883
30m 7s (- 3m 20s) (27000 90%) avg loss: 3.3759,26m 56s (- 2m 59s) (27000 90%) avg loss: 4.3766
avg bleu: 0.3411,avg bleu: 0.3573
running acc: 0.0000,running acc: 0.0000
ind acc avg: 0.0818,ind acc avg: 0.0871
